Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Agricultural College Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Agricultural Services for Food Crops,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Agriculture Technology,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Farm Management Software,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Farming,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Information About Agriculture,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E11 - Robotics and Agriculture - 8.28-9.28,Demand Gen,28-Aug-25,28-Sep-25,Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Home & Garden › Home Appliances › Climate Control & Air Quality,In-market segment,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,National Weather Service,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Weather Data,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E12 - Disaster Management and Healthcare - 9.11-10.11,Demand Gen,11-Sep-25,11-Oct-25,Weather Forecast App,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Travel › Business Travelers,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Lifestyles & Hobbies,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Technology,Affinity segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Education › Post-Secondary Education › Business Education,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Business Services,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Business Services › Business Technology,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Business Services › Business Technology › Enterprise Software › CRM Solutions,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Education,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Employment › Government & Public Sector Jobs,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Employment › IT & Technical Jobs,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Government Contract Opportunities,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Government Jobs,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Neural Network Software,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Photo Recognition Software,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Security Clearance,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Artificial Intelligence Programs and Information,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Business Opportunities,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Business Start up Services,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Entrepreneur News,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Online Business,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Robotics,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Starting a Business in the USA,Custom affinity segment: auto-created,0,0,0,0
UCM - AI Horizons Display & Video - 9.11.25 - 9.14.25,Display,11-Sep-25,14-Sep-25,Technology News and Trends,Custom affinity segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Employment › Health & Medical Jobs,In-market segment,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Bill Nye the Science Guy Videos,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Science Experiments,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E13 - Unlocking the Future of Gene Therapy - 9.25 - 10.25,Demand Gen,25-Sep-25,25-Oct-25,Science and Scientific Research,Custom intent segment: auto-created,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,News & Politics › Avid News Readers,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Technology › Mobile Enthusiasts,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,News & Politics,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Technology › Social Media Enthusiasts,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Technology,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Business Creation,Life event,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Business Creation › Recently Started a Business,Life event,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Business Creation › Starting a Business Soon,Life event,0,0,0,0
UCM - Youtube Shorts - 10.1-1.31,Video,1-Oct-25,31-Jan-26,Work that matters,Custom segment,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Technology News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E14 - Guiding a Safe Future for AI Pt 1 - 10.15-11.15,Demand Gen,15-Oct-25,15-Nov-25,Technology News and Trends,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Technology News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,23-Oct-25,15-Nov-25,Technology News and Trends,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Technology,Affinity segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Education,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Business Services › Business Technology › Network Systems & Services,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,15-Dec-25,25-Dec-25,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education,In-market segment,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Computer Programming,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Computer Science Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Computer Science Training,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Drone Technology,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Drones,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Structured Classroom Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Youtube Subscribers,YouTube users,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Graduation › Recently Graduated,Life event,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Highest Level of Educational Attainment › High School Graduate,Detailed demographics,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Bridge Construction Services,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Bridge Design and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Design Engineering Services and Companies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education,Custom intent segment: auto-created,0,0,0,0
